title,description,url,publishedAt,prediction,sentiment_score
Open warfare at Valencia,Valencia is a club that is currently experiencing open warfare. Not even the return of football has managed to calm the mood. The club is in a...,https://www.marca.com/en/football/spanish-football/2020/10/16/5f89717e268e3ef32b8b4672.html,2020-10-16T10:21:09Z,negative,-0.62424487
Arde Valencia: Kondogbia ataca Murthy tras su frustrado fichaje por el Atlético,"El centrocampista acusa a su presidente de ""engañarle"". Su marcha al conjunto del Cholo Simeone se daba por hecho. Un nuevo episodio más en plena crisis institucional",https://www.elconfidencial.com/deportes/futbol/2020-10-16/valencia-kondogbia-ataca-murthy-atletico-madrid_2792247/,2020-10-16T11:14:00Z,neutral,-0.04731534
Valence: Kondogbia démolit publiquement le président du club,"Dans un virulente charge sur les réseaux sociaux Geoffrey Kondogbia a critiqué la gestion du président de Valence, Anil Murthy, qu'il accuse en plus d’avoir menti.",https://rmcsport.bfmtv.com/football/valence-kondogbia-demolit-publiquement-le-president-du-club-1992168.html,2020-10-16T06:57:34Z,neutral,-0.074743465
¡Kondogbia no se entrena con el Valencia!,"Tras su ataque directo al presidente Anil 
 Murthy acusándole de haberle engañado, el mediocentro del Valencia Geoffrey Kondogbia no se ejercitó este viernes con sus compañeros para preparar el duelo ante el Villarreal de este sábado.
Lo cierto es...",https://www.mundodeportivo.com/futbol/valencia/20201016/484108687243/kondogbia-no-se-entrena-con-el-valencia.html,2020-10-16T10:31:23Z,neutral,-0.03602736
Stjärnan till attack mot egna klubben,"Stormiga vindar blåser i Valencia. På Instagram har den centrale mittfältaren Geoffrey Kondogbia gått ut och sågat klubbens president Anil Murthy. ” Efter att ha förstört ett ambitiöst projekt har du varit tvungen att lura din tränare och sedan mig” , skriver…",https://www.expressen.se/sport/fotboll/la-liga/stjarnan-till-attack-mot-egna-klubben/,2020-10-16T20:35:46Z,neutral,-0.14935121
"Dura sanción a Kondogbia, al que el Valencia quiere ‘recuperar’","El Valencia no quiere perder a Geoffrey 
 Kondogbia para lo que resta de temporada pero tampoco va a dejar pasar por alto que acusó públicamente al presidente Anil 
 Murthy de haberle engañado con un mensaje viral en las redes sociales.
Desde...",https://www.mundodeportivo.com/futbol/valencia/20201016/484110292166/valencia-kondogbia-sancion-polemica-atletico.html,2020-10-16T13:20:46Z,neutral,-0.030203775
El Valencia vincula el la ‘rajada’ de Kondogbia a una propuesta “imposible” del Atlético,"El Valencia se ha apresurado a tratar de apagar el enorme incendio que ha provocado el raje de Kondogbia acusando a Anil Murthy de haberle engañado y lo ha vinculado a una oferta imposible de aceptar del Atlético de Madrid por el francés. 
Según el...",https://www.mundodeportivo.com/futbol/valencia/20201016/484107419704/el-valencia-vincula-el-la-rajada-de-kondogbia-a-una-propuesta-imposible-del-atletico.html,2020-10-16T07:45:05Z,neutral,-0.018903576
The lockdown debate: Krishnan Guru-Murthy will host Channel 4 discussion,Channel 4 today announced it would host an hour-long TV debate on the critical issues facing the nation amid the coronavirus pandemic on October 18 at 6pm.,https://www.dailymail.co.uk/news/article-8848361/The-lockdown-debate-Krishnan-Guru-Murthy-host-Channel-4-discussion.html,2020-10-16T17:09:37Z,neutral,0.028652038
Propuesta del Atlético por Kondogbia y rajadón del francés,"Bajan revueltas las aguas por el Turia y el 
 Atlético de Madrid está muy atento a la situación del Valencia, porque tiene un interés marcado en la plantilla del club levantino.
Hablamos, obviamente de Geoffrey Kondogbia, el pivote francés que...",https://www.mundodeportivo.com/futbol/atletico-madrid/20201016/484107079522/propuesta-del-atletico-por-kondogbia-y-rajadon-del-frances.html,2020-10-16T06:47:44Z,neutral,0.0056584105
Protective effects of citrulline supplementation in ulcerative colitis rats,It has been reported that supplementing certain amino acids has therapeutic effects on ulcerative colitis (UC). We intend to explore whether citrulline (Cit) supplementation has protective effects on UC. Fifteen male Wistar rats were divided into normal contr…,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240883,2020-10-16T17:37:42Z,neutral,-0.07352416
Channel 4 to broadcast TV debate on lockdown,Channel 4 will air a live TV debate on lockdown.,https://www.independent.ie/entertainment/channel-4-to-broadcast-tv-debate-on-lockdown-39632241.html,2020-10-16T12:38:02Z,neutral,-0.0045306403
Kondogbia no se entrena... doce horas después de su rajada contra Murthy,"Kondogbia no se está entrenando con el Valencia. El jugador galo, que en la noche del jueves cargó duramente contra el presidente del club, Anil...",https://www.marca.com/futbol/valencia/2020/10/16/5f894ef4e2704e47418b4629.html,2020-10-16T09:13:44Z,neutral,-0.06705853
Guerra abierta en el Valencia,El Valencia vive una guerra abierta. Sin cuartel. Ni el regreso del fútbol ha logrado calmar los ánimos. Se acabaron las buenas palabras o los...,https://www.marca.com/futbol/valencia/2020/10/16/5f8943dde2704e6d9a8b457e.html,2020-10-16T07:15:42Z,neutral,-0.006031681
"La Liga kept Messi, but the talent drain to the Premier League is a concern",Spanish clubs were unusually subdued and playing second fiddle to the Premier League during the recent transfer window. Should La Liga be worried?,https://www.espn.com/soccer/spanish-primera-division/story/4205273/la-liga-kept-messi-at-barcelonabut-the-talent-drain-to-the-premier-league-is-a-concern,2020-10-16T07:50:03Z,negative,-0.75600564
Gut microbial molecules in behavioural and neurodegenerative conditions,"Mounting evidence suggests that the gut microbiome impacts brain function, and mechanistic connections between specific microbial by-products and the brain have begun to emerge. In this Perspective, Mazmanian and colleagues discuss the assortment of microbial…",https://www.nature.com/articles/s41583-020-00381-0?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nrn%2Frss%2Fcurrent+%28Nature+Reviews+Neuroscience+-+Issue%29,2020-10-16T00:00:00Z,neutral,0.03375797
Gut microbial molecules in behavioural and neurodegenerative conditions,"Mounting evidence suggests that the gut microbiome impacts brain function, and mechanistic connections between specific microbial by-products and the brain have begun to emerge. In this Perspective, Mazmanian and colleagues discuss the assortment of microbial…",https://www.nature.com/articles/s41583-020-00381-0,2020-10-16T00:00:00Z,neutral,0.03375797
