Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.6453172564506531,1,0.0,0.0,100.0
INFY,-0.27720293402671814,7,42.857142857142854,57.14285714285714,0.0
RELIANCE,0.00968077126890421,99,24.242424242424242,53.535353535353536,22.22222222222222
TCS,-0.35634204745292664,2,50.0,50.0,0.0
