Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.19199277460575104,3,0.0,100.0,0.0
INFY,-0.005120563320815563,10,0.0,90.0,10.0
RELIANCE,0.046884261071681976,92,18.478260869565215,60.86956521739131,20.652173913043477
TCS,0.2982882261276245,3,0.0,66.66666666666666,33.33333333333333
