Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,-0.27202674746513367,26,50.0,30.76923076923077,19.230769230769234
INFY,-0.16290096938610077,30,33.33333333333333,53.333333333333336,13.333333333333334
LTI,-0.9674479365348816,1,100.0,0.0,0.0
RELIANCE,0.051351651549339294,100,23.0,54.0,23.0
TCS,0.2570994198322296,16,6.25,62.5,31.25
