Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.05410649627447128,15,26.666666666666668,40.0,33.33333333333333
INFY,-0.1787482053041458,12,25.0,75.0,0.0
LTI,0.16867010295391083,14,7.142857142857142,57.14285714285714,35.714285714285715
RELIANCE,0.140424445271492,100,22.0,45.0,33.0
TCS,0.2225770354270935,13,7.6923076923076925,53.84615384615385,38.46153846153847
IDEA,0.14161446690559387,2,0.0,50.0,50.0
