Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.14541754126548767,26,15.384615384615385,57.692307692307686,26.923076923076923
INFY,-0.12603126466274261,17,29.411764705882355,58.82352941176471,11.76470588235294
RELIANCE,-0.2083950936794281,100,45.0,36.0,19.0
TCS,0.17950065433979034,14,0.0,92.85714285714286,7.142857142857142
IDEA,-0.8335293531417847,2,100.0,0.0,0.0
