Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.012687318958342075,12,25.0,50.0,25.0
INFY,-0.019242631271481514,19,26.31578947368421,57.89473684210527,15.789473684210526
LTI,-0.9657001495361328,2,100.0,0.0,0.0
RELIANCE,0.05520299822092056,100,28.999999999999996,34.0,37.0
TCS,0.3229570686817169,43,16.27906976744186,30.23255813953488,53.48837209302325
IDEA,-0.17772285640239716,5,40.0,40.0,20.0
