Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,-0.473356157541275,25,60.0,28.000000000000004,12.0
INFY,-0.02393355220556259,10,10.0,70.0,20.0
RELIANCE,-0.0033540392760187387,100,28.000000000000004,52.0,20.0
TCS,0.061592813581228256,23,8.695652173913043,78.26086956521739,13.043478260869565
IDEA,0.24708181619644165,1,0.0,100.0,0.0
