Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.0677303895354271,14,28.57142857142857,28.57142857142857,42.857142857142854
INFY,0.20160697400569916,15,0.0,73.33333333333333,26.666666666666668
LTI,-0.07745823264122009,2,50.0,0.0,50.0
RELIANCE,0.11631924659013748,100,22.0,41.0,37.0
TCS,0.09218382090330124,11,9.090909090909092,72.72727272727273,18.181818181818183
IDEA,0.4451172351837158,2,0.0,50.0,50.0
