Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.06252245604991913,10,20.0,50.0,30.0
INFY,-0.14286808669567108,15,13.333333333333334,86.66666666666667,0.0
LTI,0.24397046864032745,18,16.666666666666664,38.88888888888889,44.44444444444444
RELIANCE,0.23884689807891846,100,16.0,44.0,40.0
TCS,0.1760805994272232,13,23.076923076923077,38.46153846153847,38.46153846153847
IDEA,-0.2166655957698822,2,50.0,0.0,50.0
