Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,-0.0836206004023552,22,27.27272727272727,50.0,22.727272727272727
INFY,-0.19904635846614838,18,27.77777777777778,66.66666666666666,5.555555555555555
LTI,0.14520832896232605,9,0.0,88.88888888888889,11.11111111111111
RELIANCE,0.09236086159944534,99,27.27272727272727,33.33333333333333,39.39393939393939
TCS,0.15467797219753265,23,8.695652173913043,60.86956521739131,30.434782608695656
