Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.01624053344130516,13,38.46153846153847,38.46153846153847,23.076923076923077
INFY,-0.06504121422767639,19,15.789473684210526,73.68421052631578,10.526315789473683
LTI,-0.9642048478126526,1,100.0,0.0,0.0
RELIANCE,-0.009940363466739655,100,26.0,51.0,23.0
TCS,0.0013300724094733596,17,29.411764705882355,41.17647058823529,29.411764705882355
