Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.12047386169433594,15,20.0,53.333333333333336,26.666666666666668
INFY,-0.13034813106060028,35,11.428571428571429,88.57142857142857,0.0
LTI,-0.024551063776016235,2,50.0,0.0,50.0
RELIANCE,0.0006472551613114774,100,33.0,30.0,37.0
TCS,0.07001239061355591,10,30.0,10.0,60.0
IDEA,-0.5188367962837219,2,100.0,0.0,0.0
