Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.052487533539533615,8,0.0,100.0,0.0
INFY,-0.009287457913160324,1,0.0,100.0,0.0
RELIANCE,-0.06303921341896057,99,33.33333333333333,42.42424242424242,24.242424242424242
TCS,0.3046075403690338,11,9.090909090909092,54.54545454545454,36.36363636363637
