Symbol,avg_sentiment_score,articles,negative,neutral,positive
ADANIPOWER,0.057898662984371185,14,7.142857142857142,85.71428571428571,7.142857142857142
INFY,0.15858833491802216,6,0.0,66.66666666666666,33.33333333333333
LTI,0.14241690933704376,1,0.0,100.0,0.0
RELIANCE,0.05208032205700874,100,24.0,46.0,30.0
TCS,-0.04551776498556137,10,40.0,40.0,20.0
