title,description,url,publishedAt,prediction,sentiment_score
"Nifty IT slips over 3% on profit booking; HCL Tech, Mindtree down over 5%","Thus far in the financial year 2020-21, the IT index has outperformed the market by surging 74%, as compared to a 38% rise in the Sensex till Wednesday.",https://www.business-standard.com/article/markets/it-index-slips-over-3-on-profit-booking-hcl-tech-mindtree-down-over-5-120101500809_1.html,2020-10-15T09:22:00Z,negative,-0.96420485
